"","year","species","pct.freq","Common.Name","Common.Name.Alt","Family","Scientific.Name","Life.Form"
"789","2005","PHAUA6",0,NA,NA,NA,NA,NA
"790","2005","PHAUA7",0,NA,NA,NA,NA,NA
"791","2005","PIPU2",0,"Canadian clearweed","clearweed, Canadian","","Pilea pumila (L.) Gray","E"
"792","2005","PO?LY",0,NA,NA,NA,NA,NA
"793","2005","POAL8",0,"alpine pondweed","pondweed, alpine","Potamogetonaceae","Potamogeton alpinus Balbis","S"
"794","2005","POAM5",0,"largeleaf pondweed","pondweed, largeleaf","Potamogetonaceae","Potamogeton amplifolius Tuck.","S"
"795","2005","POAM8",0,"water knotweed","knotweed, water","Polygonaceae","Polygonum amphibium L.","E"
"796","2005","POAMS",0,"water smartweed","smartweed, water","Polygonaceae","Polygonum amphibium L. var stipulaceum Coleman","E"
"797","2005","POCO14",0.22,"pickerelweed","pickerelweed","Pontederiaceae","Pontederia cordata L.","E"
"798","2005","POCR3",9.11,"curly pondweed","pondweed, curly","Potamogetonaceae","Potamogeton crispus L.","S"
"799","2005","POFO3",0,"leafy pondweed","pondweed, leafy","Potamogetonaceae","Potamogeton foliosus Raf.","S"
"800","2005","POLA4",0,"curlytop knotweed","knotweed, curlytop","Polygonaceae","Polygonum lapathifolium L.","E"
"801","2005","PONO2",3.11,"longleaf pondweed","pondweed, longleaf","Potamogetonaceae","Potamogeton nodosus Poir.","S"
"802","2005","POPE2",0,"Pennsylvania smartweed","smartweed, Pennsylvania","Polygonaceae","Polygonum pensylvanicum L.","E"
"803","2005","POPE3",0,"spotted ladysthumb","ladysthumb, spotted","Polygonaceae","Polygonum persicaria","E"
"804","2005","POPE6",8.22,"sago pondweed","pondweed, sago","Potamogetonaceae","Stuckenia pectinatus (L.) Boerner","S"
"805","2005","POPU5",0,"dotted smartweed","smartweed, dotted","Polygonaceae","Polygonum punctatum Ell.","E"
"806","2005","PORI2",2,"Richardson's pondweed","pondweed, Richardson's","Potamogetonaceae","Potamogeton richardsonii (Benn.) Rydb.","S"
"807","2005","POZO",14.67,"flatstem pondweed","pondweed, flatstem","Potamogetonaceae","Potamogeton zosteriformis Fern.","S"
"808","2005","RA?NU",0,NA,NA,NA,NA,NA
"809","2005","RALO2",1.33,"longbeak buttercup","buttercup, longbeak","Ranunculaceae","Ranunculus longirostris Godr.","S"
"810","2005","RIFL4",0,"slender liverwort","liverwort, slender","Riccaceae","Riccia fluitans L.","N"
"811","2005","RO?BI",0,"locust","locust","Fabaceae","Robina spp.","E"
"812","2005","RONA2",0,"watercress","watercress","Brassicaceae","Rorippa nasturtium-aquaticum (L.) Hayek","E"
"813","2005","RUOR2",0,"greater water dock","water dock, greater","Polygonaceae","Rumex orbiculatus Gray","E"
"814","2005","SA?GI",0,NA,NA,NA,NA,NA
"815","2005","SA?LI",0,NA,NA,NA,NA,NA
"816","2005","SAEX",0,"sandbar willow","willow, sandbar","Salicaceae","Salix exigua Nutt.","E"
"817","2005","SAIN3",0,NA,NA,NA,NA,NA
"818","2005","SALA2",10.22,"broadleaf arrowhead","arrowhead, broadleaf","Alismataceae","Sagittaria latifolia Willd.","E"
"819","2005","SALIX",0,NA,NA,NA,NA,NA
"820","2005","SANI",0,"black willow","willow, black","Salicaceae","Salix nigra Marsh.","E"
"821","2005","SARI",6.89,"stiff arrowhead","arrowhead, stiff","Alismataceae","Sagittaria rigida Pursh.","E"
"822","2005","SCFL",0.67,"river bulrush","bulrush, river","Cyperaceae","Schoenoplectus fluviatilis (Torr.) M.T. Strong","E"
"823","2005","SCVA",0.89,"softstem bulrush","bulrush, softstem","Cyperaceae","Schoenoplectus tabernaemontani (K.C. Gmel.) Palla","E"
"824","2005","SP?AR",0,"burreed","burreed","Sparganiaceae","Sparganium spp","E"
"825","2005","SPEU",1.11,"giant burreed","burreed, giant","Sparganiaceae","Sparganium eurycarpum Engelm. ex Gray","E"
"826","2005","SPPO",0,"big duckweed","duckweed, big","Lemnaceae","Spirodela polyrrhiza (L.) Schleid.","N"
"827","2005","ST?AC",0,"hedge nettle","nettle, hedge","Lamiaceae","Stachys spp.","E"
"828","2005","ST?UC",0,"pondweed","pondweed","Potamogetonaceae","Stuckenia spp.","S"
"829","2005","TYAN",0.22,"narrowleaf cattail","cattail, narrowleaf","Typhaceae","Typha angustifolia L.","E"
"830","2005","TYLA",0,"common cattail","cattail, common","Typhaceae","Typha latifolia L.","E"
"831","2005","UNK1",0,NA,NA,NA,NA,NA
"832","2005","UNKN01",0,NA,NA,NA,NA,NA
"833","2005","URDI",0.22,"stinging nettle","nettle, stinging","Urticaceae","Urtica dioica L.","E"
"834","2005","UTMA",1.33,"common bladderwort","bladderwort, common","Lentibulariaceae","Utricularia macrorhiza Le Conte","S"
"835","2005","VAAM3",25.11,"wildcelery","wildcelery","Hydrocharitaceae","Vallisneria americana Michx.","S"
"836","2005","WOCO",0,"Columbian watermeal","watermeal, Columbian","Lemnaceae","Wolffia columbiana Karst.","N"
"837","2005","XAST",0,"rough cocklebur","cocklebur, rough","Asteraceae","Xanthium strumarium L.","E"
"838","2005","ZAPA",0.22,"horned pondweed","pondweed, horned","Zannichelliaceae","Zannichellia palustris L.","S"
"839","2005","ZI?ZA",1.11,"wild rice","rice, wild","Poaceae","Zizania spp.","E"
"840","2005","ZODU",32,"water stargrass","stargrass, water","Pontederiaceae","Heteranthera dubia (Jacq.) MacM.","S"
"841","2006","ACSA2",0.22,"silver maple","maple, silver","Aceraceae","Acer saccharinum L.","E"
"842","2006","ALGA",35.78,"filamentous algae","algae, filamentous","","Filamentous algae","A"
"843","2006","ALSU",0,"American water plantain","water plantain, American","Alismataceae","Alisma subcordatum","E"
"844","2006","AM?AR",0,NA,NA,NA,NA,NA
"845","2006","ASCLE",0,"milkweed","milkweed","Ascleepiadaceae","Asclepias spp.","E"
"846","2006","ASIN",0,"swamp milkweed","milkweed, swamp","Asclepiadaceae","Asclepias incarnata L.","E"
"847","2006","AZCA",0,"Carolina mosquitofern","mosquitofern, Carolina","Azollaceae","Azolla caroliniana Willd.","N"
"848","2006","AZME",0,"Mexican mosquitofern","mosquitofern, Mexican","Azollaceae","Azolla mexicana Schlect. & Cham. ex K. Presl","N"
"849","2006","BI?DE",0,NA,NA,NA,NA,NA
"850","2006","buum",0,NA,NA,NA,NA,NA
"851","2006","BUUM",0,"flowering rush","rush, flowering","Butomaceae","Butomus umbellatus L.","E"
"852","2006","CA?RE",0,NA,NA,NA,NA,NA
"853","2006","CEDE4",45.33,"coontail","coontail","Ceratophyllaceae","Ceratophyllum demersum L.","S"
"854","2006","CEOC",0,"common hackberry","hackberry, common","Ulmaceae","Celtis occidentalis L.","E"
"855","2006","CEOC2",0,"common buttonbush","buttonbush, common","Rubiaceae","Cephalanthus occidentalis L.","E"
"856","2006","CH?AR",0.44,"chara","chara","Characeae","Chara spp.","S"
"857","2006","CIBU",0,"bulblet-bearing water hemlock","hemlock, bulblet-bearing water","","Cicuta bulbifera","E"
"858","2006","CY?PE",0,NA,NA,NA,NA,NA
"859","2006","CYER2",0,"redroot flatsedge","flatsedge, redroot","Cyperaceae","Cyperus erythrorhizos Muhl.","E"
"860","2006","CYST",0,"straw-colored flatsedge","flatsedge, straw-colored","Cyperaceae","Cyperus strigosus L.","E"
"861","2006","DR?EP",0,NA,NA,NA,NA,NA
"862","2006","EL?EO",0,NA,NA,NA,NA,NA
"863","2006","ELAC",0,"needle spikerush","spikerush, needle","Cyperaceae","Eleocharis acicularis","E"
"864","2006","ELCA7",54.22,"Canadian waterweed","waterweed, Canadian","Hydrocharitaceae","Elodea canadensis Michx.","S"
"865","2006","ELNU2",0,NA,NA,NA,NA,NA
"866","2006","ELPA3",0,"common spikerush","spikerush, common","Cyperaceae","Eleocharis palustris (L.) Roemer & J.A. Schultes","E"
"867","2006","EQ?UI",0,NA,NA,NA,NA,NA
"868","2006","IM?PA",0,"touch-me-not","touch-me-not","Balsaminaceae","Impatiens spp.","E"
"869","2006","IRVE2",0,NA,NA,NA,NA,NA
"870","2006","LACA3",0,"Canadian woodnettle","woodnettle, Canadian","","Laportea canadensis (L.) Weddell","E"
"871","2006","LEMI3",0,"small duckweed","duckweed, small","Lemnaceae","Lemna minor L.","N"
"872","2006","LEOR",1.11,"rice cutgrass","cutgrass, rice","Poaceae","Leersia oryzoides(L.) Sw.","E"
"873","2006","LETR",0,"star duckweed","duckweed, star","Lemnaceae","Lemna trisulca L.","N"
"874","2006","LEVI2",0,"whitegrass","whitegrass","Poaceae","Leersia virginica","E"
"875","2006","LYSA2",0,"purple loosestrife","loosestrife, purple","Lythraceae","Lythrum salicaria L.","E"
"876","2006","MYSI",0,"northern watermilfoil","watermilfoil, northern","Haloragaceae","Myriophyllum sibiricum Komarov","S"
"877","2006","MYSP2",18,"Eurasian watermilfoil","watermilfoil, Eurasian","Haloragaceae","Myriophyllum spicatum L.","S"
"878","2006","NAFL",1.56,"nodding waternymph","waternymph, nodding","Najadaceae","Najas flexilis (Willd.) Rostk. & Schmidt","S"
"879","2006","NAGU",0,"southern waternymph","waternymph, southern","Najadaceae","Najas guadalupensis (Spreng.) Magnus","S"
"880","2006","NAMI",0,"brittle waternymph","waternymph, brittle","Najadaceae","Najas minor All.","S"
"881","2006","NELU",8.22,"American lotus","lotus, American","Nelumbonaceae","Nelumbo lutea Willd.","F"
"882","2006","NI?TE",0,"nitella","nitella","Characeae","Nitella spp.","S"
"883","2006","NLPW",31.33,"leafy/small pondweed","pondweed, leafy/small","Potamogetonaceae","Potamogeton foliosus Raf./pusillus L.","S"
"884","2006","NOAQVG",44.67,NA,NA,NA,NA,NA
"885","2006","NORAKE",0,NA,NA,NA,NA,NA
"886","2006","NOSAV",0,NA,NA,NA,NA,NA
"887","2006","NOSMPL",1.33,NA,NA,NA,NA,NA
"888","2006","NOTSP",0,NA,NA,NA,NA,NA
"889","2006","NULU",1.11,"yellow pond lily","pondlily, yellow","Nymphaeaceae","Nuphar variegata Dur.","F"
"890","2006","NYTU",12.22,"white waterlily","waterlily, white","Nymphaeaceae","Nymphaea odorata Ait. spp  tuberosa (Paine) Wiersma & Hellquist","F"
"891","2006","PE?RS",0,NA,NA,NA,NA,NA
"892","2006","PHAR3",0.67,"reed canarygrass","canarygrass, reed","Poaceae","Phalaris aruninaceae L.","E"
"893","2006","PHAU7",0,"common reed","reed, common","Poaceae","Phragmites australis (Cav.) Trin. ex Steud.","E"
"894","2006","PHAUA6",0,NA,NA,NA,NA,NA
"895","2006","PHAUA7",0,NA,NA,NA,NA,NA
"896","2006","PIPU2",0,"Canadian clearweed","clearweed, Canadian","","Pilea pumila (L.) Gray","E"
"897","2006","PO?LY",0,NA,NA,NA,NA,NA
"898","2006","POAL8",0,"alpine pondweed","pondweed, alpine","Potamogetonaceae","Potamogeton alpinus Balbis","S"
"899","2006","POAM5",0,"largeleaf pondweed","pondweed, largeleaf","Potamogetonaceae","Potamogeton amplifolius Tuck.","S"
"900","2006","POAM8",0,"water knotweed","knotweed, water","Polygonaceae","Polygonum amphibium L.","E"
"901","2006","POAMS",0,"water smartweed","smartweed, water","Polygonaceae","Polygonum amphibium L. var stipulaceum Coleman","E"
"902","2006","POCO14",0.44,"pickerelweed","pickerelweed","Pontederiaceae","Pontederia cordata L.","E"
"903","2006","POCR3",13.78,"curly pondweed","pondweed, curly","Potamogetonaceae","Potamogeton crispus L.","S"
"904","2006","POFO3",0,"leafy pondweed","pondweed, leafy","Potamogetonaceae","Potamogeton foliosus Raf.","S"
"905","2006","POLA4",0,"curlytop knotweed","knotweed, curlytop","Polygonaceae","Polygonum lapathifolium L.","E"
"906","2006","PONO2",2,"longleaf pondweed","pondweed, longleaf","Potamogetonaceae","Potamogeton nodosus Poir.","S"
"907","2006","POPE2",0,"Pennsylvania smartweed","smartweed, Pennsylvania","Polygonaceae","Polygonum pensylvanicum L.","E"
"908","2006","POPE3",0,"spotted ladysthumb","ladysthumb, spotted","Polygonaceae","Polygonum persicaria","E"
"909","2006","POPE6",16.44,"sago pondweed","pondweed, sago","Potamogetonaceae","Stuckenia pectinatus (L.) Boerner","S"
"910","2006","POPU5",0,"dotted smartweed","smartweed, dotted","Polygonaceae","Polygonum punctatum Ell.","E"
"911","2006","PORI2",3.11,"Richardson's pondweed","pondweed, Richardson's","Potamogetonaceae","Potamogeton richardsonii (Benn.) Rydb.","S"
"912","2006","POZO",19.78,"flatstem pondweed","pondweed, flatstem","Potamogetonaceae","Potamogeton zosteriformis Fern.","S"
"913","2006","RA?NU",0,NA,NA,NA,NA,NA
"914","2006","RALO2",2.67,"longbeak buttercup","buttercup, longbeak","Ranunculaceae","Ranunculus longirostris Godr.","S"
"915","2006","RIFL4",0,"slender liverwort","liverwort, slender","Riccaceae","Riccia fluitans L.","N"
"916","2006","RO?BI",0,"locust","locust","Fabaceae","Robina spp.","E"
"917","2006","RONA2",0,"watercress","watercress","Brassicaceae","Rorippa nasturtium-aquaticum (L.) Hayek","E"
"918","2006","RUOR2",0,"greater water dock","water dock, greater","Polygonaceae","Rumex orbiculatus Gray","E"
"919","2006","SA?GI",0,NA,NA,NA,NA,NA
"920","2006","SA?LI",0,NA,NA,NA,NA,NA
"921","2006","SAEX",0,"sandbar willow","willow, sandbar","Salicaceae","Salix exigua Nutt.","E"
"922","2006","SAIN3",0,NA,NA,NA,NA,NA
"923","2006","SALA2",7.11,"broadleaf arrowhead","arrowhead, broadleaf","Alismataceae","Sagittaria latifolia Willd.","E"
"924","2006","SALIX",0,NA,NA,NA,NA,NA
"925","2006","SANI",0,"black willow","willow, black","Salicaceae","Salix nigra Marsh.","E"
"926","2006","SARI",6.44,"stiff arrowhead","arrowhead, stiff","Alismataceae","Sagittaria rigida Pursh.","E"
"927","2006","SCFL",0.67,"river bulrush","bulrush, river","Cyperaceae","Schoenoplectus fluviatilis (Torr.) M.T. Strong","E"
"928","2006","SCVA",0.44,"softstem bulrush","bulrush, softstem","Cyperaceae","Schoenoplectus tabernaemontani (K.C. Gmel.) Palla","E"
"929","2006","SP?AR",0,"burreed","burreed","Sparganiaceae","Sparganium spp","E"
"930","2006","SPEU",0.89,"giant burreed","burreed, giant","Sparganiaceae","Sparganium eurycarpum Engelm. ex Gray","E"
"931","2006","SPPO",0,"big duckweed","duckweed, big","Lemnaceae","Spirodela polyrrhiza (L.) Schleid.","N"
"932","2006","ST?AC",0,"hedge nettle","nettle, hedge","Lamiaceae","Stachys spp.","E"
"933","2006","ST?UC",0,"pondweed","pondweed","Potamogetonaceae","Stuckenia spp.","S"
"934","2006","TYAN",0,"narrowleaf cattail","cattail, narrowleaf","Typhaceae","Typha angustifolia L.","E"
"935","2006","TYLA",0,"common cattail","cattail, common","Typhaceae","Typha latifolia L.","E"
"936","2006","UNK1",0,NA,NA,NA,NA,NA
"937","2006","UNKN01",0,NA,NA,NA,NA,NA
"938","2006","URDI",0,"stinging nettle","nettle, stinging","Urticaceae","Urtica dioica L.","E"
"939","2006","UTMA",1.33,"common bladderwort","bladderwort, common","Lentibulariaceae","Utricularia macrorhiza Le Conte","S"
"940","2006","VAAM3",29.56,"wildcelery","wildcelery","Hydrocharitaceae","Vallisneria americana Michx.","S"
"941","2006","WOCO",0,"Columbian watermeal","watermeal, Columbian","Lemnaceae","Wolffia columbiana Karst.","N"
"942","2006","XAST",0,"rough cocklebur","cocklebur, rough","Asteraceae","Xanthium strumarium L.","E"
"943","2006","ZAPA",0.44,"horned pondweed","pondweed, horned","Zannichelliaceae","Zannichellia palustris L.","S"
"944","2006","ZI?ZA",1.56,"wild rice","rice, wild","Poaceae","Zizania spp.","E"
"945","2006","ZODU",33.56,"water stargrass","stargrass, water","Pontederiaceae","Heteranthera dubia (Jacq.) MacM.","S"
"946","2007","ACSA2",0,"silver maple","maple, silver","Aceraceae","Acer saccharinum L.","E"
"947","2007","ALGA",26.67,"filamentous algae","algae, filamentous","","Filamentous algae","A"
"948","2007","ALSU",0,"American water plantain","water plantain, American","Alismataceae","Alisma subcordatum","E"
"949","2007","AM?AR",0,NA,NA,NA,NA,NA
"950","2007","ASCLE",0,"milkweed","milkweed","Ascleepiadaceae","Asclepias spp.","E"
"951","2007","ASIN",0,"swamp milkweed","milkweed, swamp","Asclepiadaceae","Asclepias incarnata L.","E"
"952","2007","AZCA",0,"Carolina mosquitofern","mosquitofern, Carolina","Azollaceae","Azolla caroliniana Willd.","N"
"953","2007","AZME",0,"Mexican mosquitofern","mosquitofern, Mexican","Azollaceae","Azolla mexicana Schlect. & Cham. ex K. Presl","N"
"954","2007","BI?DE",0,NA,NA,NA,NA,NA
"955","2007","buum",0,NA,NA,NA,NA,NA
"956","2007","BUUM",0,"flowering rush","rush, flowering","Butomaceae","Butomus umbellatus L.","E"
"957","2007","CA?RE",0,NA,NA,NA,NA,NA
"958","2007","CEDE4",49.11,"coontail","coontail","Ceratophyllaceae","Ceratophyllum demersum L.","S"
"959","2007","CEOC",0,"common hackberry","hackberry, common","Ulmaceae","Celtis occidentalis L.","E"
"960","2007","CEOC2",0,"common buttonbush","buttonbush, common","Rubiaceae","Cephalanthus occidentalis L.","E"
"961","2007","CH?AR",2,"chara","chara","Characeae","Chara spp.","S"
"962","2007","CIBU",0.22,"bulblet-bearing water hemlock","hemlock, bulblet-bearing water","","Cicuta bulbifera","E"
"963","2007","CY?PE",0,NA,NA,NA,NA,NA
"964","2007","CYER2",0,"redroot flatsedge","flatsedge, redroot","Cyperaceae","Cyperus erythrorhizos Muhl.","E"
"965","2007","CYST",0,"straw-colored flatsedge","flatsedge, straw-colored","Cyperaceae","Cyperus strigosus L.","E"
"966","2007","DR?EP",0,NA,NA,NA,NA,NA
"967","2007","EL?EO",0.22,NA,NA,NA,NA,NA
"968","2007","ELAC",0,"needle spikerush","spikerush, needle","Cyperaceae","Eleocharis acicularis","E"
"969","2007","ELCA7",49.56,"Canadian waterweed","waterweed, Canadian","Hydrocharitaceae","Elodea canadensis Michx.","S"
"970","2007","ELNU2",0,NA,NA,NA,NA,NA
"971","2007","ELPA3",0,"common spikerush","spikerush, common","Cyperaceae","Eleocharis palustris (L.) Roemer & J.A. Schultes","E"
"972","2007","EQ?UI",0,NA,NA,NA,NA,NA
"973","2007","IM?PA",0,"touch-me-not","touch-me-not","Balsaminaceae","Impatiens spp.","E"
"974","2007","IRVE2",0,NA,NA,NA,NA,NA
"975","2007","LACA3",0,"Canadian woodnettle","woodnettle, Canadian","","Laportea canadensis (L.) Weddell","E"
"976","2007","LEMI3",0,"small duckweed","duckweed, small","Lemnaceae","Lemna minor L.","N"
"977","2007","LEOR",1.78,"rice cutgrass","cutgrass, rice","Poaceae","Leersia oryzoides(L.) Sw.","E"
"978","2007","LETR",0,"star duckweed","duckweed, star","Lemnaceae","Lemna trisulca L.","N"
"979","2007","LEVI2",0,"whitegrass","whitegrass","Poaceae","Leersia virginica","E"
"980","2007","LYSA2",0,"purple loosestrife","loosestrife, purple","Lythraceae","Lythrum salicaria L.","E"
"981","2007","MYSI",0,"northern watermilfoil","watermilfoil, northern","Haloragaceae","Myriophyllum sibiricum Komarov","S"
"982","2007","MYSP2",16.89,"Eurasian watermilfoil","watermilfoil, Eurasian","Haloragaceae","Myriophyllum spicatum L.","S"
"983","2007","NAFL",5.11,"nodding waternymph","waternymph, nodding","Najadaceae","Najas flexilis (Willd.) Rostk. & Schmidt","S"
"984","2007","NAGU",0,"southern waternymph","waternymph, southern","Najadaceae","Najas guadalupensis (Spreng.) Magnus","S"
"985","2007","NAMI",0,"brittle waternymph","waternymph, brittle","Najadaceae","Najas minor All.","S"
"986","2007","NELU",8.89,"American lotus","lotus, American","Nelumbonaceae","Nelumbo lutea Willd.","F"
"987","2007","NI?TE",0.22,"nitella","nitella","Characeae","Nitella spp.","S"
"988","2007","NLPW",26.22,"leafy/small pondweed","pondweed, leafy/small","Potamogetonaceae","Potamogeton foliosus Raf./pusillus L.","S"
"989","2007","NOAQVG",43.33,NA,NA,NA,NA,NA
"990","2007","NORAKE",0,NA,NA,NA,NA,NA
"991","2007","NOSAV",0,NA,NA,NA,NA,NA
"992","2007","NOSMPL",0.44,NA,NA,NA,NA,NA
"993","2007","NOTSP",0,NA,NA,NA,NA,NA
"994","2007","NULU",1.11,"yellow pond lily","pondlily, yellow","Nymphaeaceae","Nuphar variegata Dur.","F"
"995","2007","NYTU",16.67,"white waterlily","waterlily, white","Nymphaeaceae","Nymphaea odorata Ait. spp  tuberosa (Paine) Wiersma & Hellquist","F"
"996","2007","PE?RS",0,NA,NA,NA,NA,NA
"997","2007","PHAR3",0.89,"reed canarygrass","canarygrass, reed","Poaceae","Phalaris aruninaceae L.","E"
"998","2007","PHAU7",0,"common reed","reed, common","Poaceae","Phragmites australis (Cav.) Trin. ex Steud.","E"
"999","2007","PHAUA6",0,NA,NA,NA,NA,NA
"1000","2007","PHAUA7",0,NA,NA,NA,NA,NA
"1001","2007","PIPU2",0,"Canadian clearweed","clearweed, Canadian","","Pilea pumila (L.) Gray","E"
"1002","2007","PO?LY",0,NA,NA,NA,NA,NA
"1003","2007","POAL8",0,"alpine pondweed","pondweed, alpine","Potamogetonaceae","Potamogeton alpinus Balbis","S"
"1004","2007","POAM5",0,"largeleaf pondweed","pondweed, largeleaf","Potamogetonaceae","Potamogeton amplifolius Tuck.","S"
"1005","2007","POAM8",0.22,"water knotweed","knotweed, water","Polygonaceae","Polygonum amphibium L.","E"
"1006","2007","POAMS",0,"water smartweed","smartweed, water","Polygonaceae","Polygonum amphibium L. var stipulaceum Coleman","E"
"1007","2007","POCO14",1.56,"pickerelweed","pickerelweed","Pontederiaceae","Pontederia cordata L.","E"
"1008","2007","POCR3",14,"curly pondweed","pondweed, curly","Potamogetonaceae","Potamogeton crispus L.","S"
"1009","2007","POFO3",0,"leafy pondweed","pondweed, leafy","Potamogetonaceae","Potamogeton foliosus Raf.","S"
"1010","2007","POLA4",0,"curlytop knotweed","knotweed, curlytop","Polygonaceae","Polygonum lapathifolium L.","E"
"1011","2007","PONO2",1.56,"longleaf pondweed","pondweed, longleaf","Potamogetonaceae","Potamogeton nodosus Poir.","S"
"1012","2007","POPE2",0,"Pennsylvania smartweed","smartweed, Pennsylvania","Polygonaceae","Polygonum pensylvanicum L.","E"
"1013","2007","POPE3",0,"spotted ladysthumb","ladysthumb, spotted","Polygonaceae","Polygonum persicaria","E"
"1014","2007","POPE6",16.89,"sago pondweed","pondweed, sago","Potamogetonaceae","Stuckenia pectinatus (L.) Boerner","S"
"1015","2007","POPU5",0,"dotted smartweed","smartweed, dotted","Polygonaceae","Polygonum punctatum Ell.","E"
"1016","2007","PORI2",1.56,"Richardson's pondweed","pondweed, Richardson's","Potamogetonaceae","Potamogeton richardsonii (Benn.) Rydb.","S"
"1017","2007","POZO",19.78,"flatstem pondweed","pondweed, flatstem","Potamogetonaceae","Potamogeton zosteriformis Fern.","S"
"1018","2007","RA?NU",0,NA,NA,NA,NA,NA
"1019","2007","RALO2",2.67,"longbeak buttercup","buttercup, longbeak","Ranunculaceae","Ranunculus longirostris Godr.","S"
"1020","2007","RIFL4",0,"slender liverwort","liverwort, slender","Riccaceae","Riccia fluitans L.","N"
"1021","2007","RO?BI",0,"locust","locust","Fabaceae","Robina spp.","E"
"1022","2007","RONA2",0,"watercress","watercress","Brassicaceae","Rorippa nasturtium-aquaticum (L.) Hayek","E"
"1023","2007","RUOR2",0.22,"greater water dock","water dock, greater","Polygonaceae","Rumex orbiculatus Gray","E"
"1024","2007","SA?GI",0,NA,NA,NA,NA,NA
"1025","2007","SA?LI",0,NA,NA,NA,NA,NA
"1026","2007","SAEX",0,"sandbar willow","willow, sandbar","Salicaceae","Salix exigua Nutt.","E"
"1027","2007","SAIN3",0,NA,NA,NA,NA,NA
"1028","2007","SALA2",12,"broadleaf arrowhead","arrowhead, broadleaf","Alismataceae","Sagittaria latifolia Willd.","E"
"1029","2007","SALIX",0,NA,NA,NA,NA,NA
"1030","2007","SANI",0,"black willow","willow, black","Salicaceae","Salix nigra Marsh.","E"
"1031","2007","SARI",8.67,"stiff arrowhead","arrowhead, stiff","Alismataceae","Sagittaria rigida Pursh.","E"
"1032","2007","SCFL",0.89,"river bulrush","bulrush, river","Cyperaceae","Schoenoplectus fluviatilis (Torr.) M.T. Strong","E"
"1033","2007","SCVA",0.44,"softstem bulrush","bulrush, softstem","Cyperaceae","Schoenoplectus tabernaemontani (K.C. Gmel.) Palla","E"
"1034","2007","SP?AR",0,"burreed","burreed","Sparganiaceae","Sparganium spp","E"
"1035","2007","SPEU",2.44,"giant burreed","burreed, giant","Sparganiaceae","Sparganium eurycarpum Engelm. ex Gray","E"
"1036","2007","SPPO",0,"big duckweed","duckweed, big","Lemnaceae","Spirodela polyrrhiza (L.) Schleid.","N"
"1037","2007","ST?AC",0,"hedge nettle","nettle, hedge","Lamiaceae","Stachys spp.","E"
"1038","2007","ST?UC",0,"pondweed","pondweed","Potamogetonaceae","Stuckenia spp.","S"
"1039","2007","TYAN",0.44,"narrowleaf cattail","cattail, narrowleaf","Typhaceae","Typha angustifolia L.","E"
"1040","2007","TYLA",0,"common cattail","cattail, common","Typhaceae","Typha latifolia L.","E"
"1041","2007","UNK1",0,NA,NA,NA,NA,NA
"1042","2007","UNKN01",0,NA,NA,NA,NA,NA
"1043","2007","URDI",0.22,"stinging nettle","nettle, stinging","Urticaceae","Urtica dioica L.","E"
"1044","2007","UTMA",2.22,"common bladderwort","bladderwort, common","Lentibulariaceae","Utricularia macrorhiza Le Conte","S"
"1045","2007","VAAM3",28.89,"wildcelery","wildcelery","Hydrocharitaceae","Vallisneria americana Michx.","S"
"1046","2007","WOCO",0,"Columbian watermeal","watermeal, Columbian","Lemnaceae","Wolffia columbiana Karst.","N"
"1047","2007","XAST",0,"rough cocklebur","cocklebur, rough","Asteraceae","Xanthium strumarium L.","E"
"1048","2007","ZAPA",0,"horned pondweed","pondweed, horned","Zannichelliaceae","Zannichellia palustris L.","S"
"1049","2007","ZI?ZA",2,"wild rice","rice, wild","Poaceae","Zizania spp.","E"
"1050","2007","ZODU",29.56,"water stargrass","stargrass, water","Pontederiaceae","Heteranthera dubia (Jacq.) MacM.","S"
"1051","2008","ACSA2",0,"silver maple","maple, silver","Aceraceae","Acer saccharinum L.","E"
"1052","2008","ALGA",31.33,"filamentous algae","algae, filamentous","","Filamentous algae","A"
"1053","2008","ALSU",0,"American water plantain","water plantain, American","Alismataceae","Alisma subcordatum","E"
"1054","2008","AM?AR",0,NA,NA,NA,NA,NA
"1055","2008","ASCLE",0,"milkweed","milkweed","Ascleepiadaceae","Asclepias spp.","E"
"1056","2008","ASIN",0,"swamp milkweed","milkweed, swamp","Asclepiadaceae","Asclepias incarnata L.","E"
"1057","2008","AZCA",0,"Carolina mosquitofern","mosquitofern, Carolina","Azollaceae","Azolla caroliniana Willd.","N"
"1058","2008","AZME",0,"Mexican mosquitofern","mosquitofern, Mexican","Azollaceae","Azolla mexicana Schlect. & Cham. ex K. Presl","N"
"1059","2008","BI?DE",0,NA,NA,NA,NA,NA
"1060","2008","buum",0,NA,NA,NA,NA,NA
"1061","2008","BUUM",0,"flowering rush","rush, flowering","Butomaceae","Butomus umbellatus L.","E"
"1062","2008","CA?RE",0,NA,NA,NA,NA,NA
"1063","2008","CEDE4",56.67,"coontail","coontail","Ceratophyllaceae","Ceratophyllum demersum L.","S"
"1064","2008","CEOC",0,"common hackberry","hackberry, common","Ulmaceae","Celtis occidentalis L.","E"
"1065","2008","CEOC2",0,"common buttonbush","buttonbush, common","Rubiaceae","Cephalanthus occidentalis L.","E"
"1066","2008","CH?AR",0.22,"chara","chara","Characeae","Chara spp.","S"
"1067","2008","CIBU",0,"bulblet-bearing water hemlock","hemlock, bulblet-bearing water","","Cicuta bulbifera","E"
